 BubbleSort threads: 1, Time: 67439743us; BubbleSort threads: 8, Time: 49207376us; BubbleSort threads: 8, Time: 48677545us;
17645;30535;30938;
17646;30535;30939;
17647;30535;30939;
17648;30535;30940;
17649;30535;30940;
17650;30535;30940;
17651;30535;30940;
17652;30535;30940;
17653;30535;30940;
17654;30535;30940;
17655;30535;30940;
17656;30535;30941;
17657;30535;30941;
17658;30535;30941;
17659;30535;30941;
17660;30536;30941;
17661;30536;30941;
17662;30536;30941;
17663;30536;30941;
17664;30536;30941;
17665;30536;30941;
17666;30536;30941;
17667;30536;30941;
17668;30538;30941;
17669;30538;30941;
17670;30538;30941;
17671;30538;30941;
17672;30538;30941;
17673;30539;30941;
17674;30539;30941;
17675;30539;30941;
17676;30540;30941;
17677;30541;30941;
17678;30541;30941;
17679;30543;30941;
17680;30543;30941;
17681;30543;30941;
17682;30543;30941;
17683;30543;30943;
17684;30543;30944;
17685;30543;30944;
17686;30543;30944;
17687;30543;30944;
17688;30543;30944;
17689;30543;30944;
17690;30543;30944;
17691;30543;30944;
17692;30543;30944;
17693;30543;30944;
17694;30543;30944;
17695;30543;30944;
17696;30543;30944;
17697;30543;30944;
17698;30543;30944;
17699;30543;30945;
17700;30543;30945;
17701;30543;30945;
17702;30543;30945;
17703;30543;30945;
17704;30543;30947;
17705;30543;30947;
17706;30543;30947;
17707;30544;30947;
17708;30544;30947;
17709;30544;30947;
17710;30544;30947;
17711;30544;30947;
17712;30544;30947;
17713;30544;30950;
17714;30544;30950;
17715;30544;30950;
17716;30544;30950;
17717;30544;30950;
17718;30544;30950;
17719;30544;30950;
17720;30544;30950;
17721;30544;30950;
17722;30544;30950;
17723;30545;30950;
17724;30545;30950;
17725;30545;30950;
17726;30545;30950;
17727;30545;30950;
17728;30545;30950;
17729;30545;30950;
17730;30545;30950;
17731;30545;30950;
17732;30545;30950;
17733;30545;30950;
17734;30545;30950;
17735;30545;30950;
17736;30545;30950;
17737;30545;30950;
17738;30545;30950;
17739;30545;30950;
17740;30545;30950;
17741;30545;30950;
17742;30545;30950;
17743;30545;30950;
17744;30547;30951;
17745;30547;30953;
17746;30547;30953;
17747;30547;30953;
17748;30547;30953;
17749;30547;30953;
17750;30547;30953;
17751;30547;30953;
17752;30547;30954;
17753;30547;30954;
17754;30547;30954;
17755;30547;30954;
17756;30547;30954;
17757;30547;30954;
17758;30547;30955;
17759;30547;30955;
17760;30547;30955;
17761;30547;30955;
17762;30547;30955;
17763;30547;30955;
17764;30547;30956;
17765;30547;30956;
17766;30547;30956;
17767;30547;30956;
17768;30547;30956;
17769;30547;30956;
17770;30548;30957;
17771;30548;30957;
17772;30548;30957;
17773;30548;30957;
17774;30548;30957;
17775;30548;30957;
17776;30548;30957;
17777;30548;30957;
17778;30548;30957;
17779;30548;30957;
17780;30548;30957;
17781;30548;30957;
17782;30549;30957;
17783;30549;30957;
17784;30549;30957;
17785;30549;30957;
17786;30549;30957;
17787;30549;30957;
17788;30549;30957;
17789;30549;30957;
17790;30549;30957;
17791;30549;30957;
17792;30549;30957;
17793;30549;30958;
17794;30549;30958;
17795;30549;30958;
17796;30549;30958;
17797;30549;30958;
17798;30549;30958;
17799;30549;30958;
17800;30549;30958;
17801;30549;30958;
17802;30551;30958;
17803;30551;30958;
17804;30551;30958;
17805;30551;30959;
17806;30551;30959;
17807;30551;30959;
17808;30551;30959;
17809;30551;30959;
17810;30551;30960;
17811;30551;30960;
17812;30551;30960;
17813;30551;30960;
17814;30551;30960;
17815;30551;30960;
17816;30551;30960;
17817;30551;30960;
17818;30551;30960;
17819;30551;30960;
17820;30551;30962;
17821;30551;30962;
17822;30551;30962;
17823;30551;30962;
17824;30551;30962;
17825;30551;30962;
17826;30551;30962;
17827;30551;30962;
17828;30551;30962;
17829;30551;30962;
17830;30551;30962;
17831;30551;30962;
17832;30551;30962;
17833;30551;30962;
17834;30551;30962;
17835;30551;30962;
17836;30551;30962;
17837;30551;30962;
17838;30551;30962;
17839;30551;30962;
17840;30551;30962;
17841;30551;30962;
17842;30551;30962;
17843;30551;30962;
17844;30551;30962;
17845;30551;30962;
17846;30551;30962;
17847;30551;30962;
17848;30551;30962;
17849;30551;30962;
17850;30551;30962;
17851;30551;30962;
17852;30551;30962;
17853;30551;30962;
17854;30551;30962;
17855;30551;30962;
17856;30551;30962;
17857;30551;30962;
17858;30552;30962;
17859;30552;30962;
17860;30552;30962;
17861;30552;30962;
17862;30552;30962;
17863;30552;30963;
17864;30552;30963;
17865;30552;30963;
17866;30552;30963;
17867;30552;30963;
17868;30552;30963;
17869;30552;30963;
17870;30552;30963;
17871;30552;30963;
17872;30552;30963;
17873;30552;30963;
17874;30552;30963;
17875;30552;30963;
17876;30552;30963;
17877;30552;30963;
17878;30552;30963;
17879;30552;30963;
17880;30552;30963;
17881;30552;30963;
17882;30552;30963;
17883;30552;30967;
17884;30552;30967;
17885;30554;30967;
17886;30554;30967;
17887;30554;30967;
17888;30554;30967;
17889;30554;30968;
17890;30554;30968;
17891;30554;30968;
17892;30554;30968;
17893;30555;30968;
17894;30555;30968;
17895;30555;30968;
17896;30555;30968;
17897;30555;30968;
17898;30555;30968;
17899;30556;30968;
17900;30556;30968;
17901;30556;30968;
17902;30556;30968;
17903;30556;30969;
17904;30556;30969;
17905;30556;30970;
17906;30556;30970;
17907;30556;30970;
17908;30556;30970;
17909;30556;30970;
17910;30556;30970;
17911;30556;30970;
17912;30556;30970;
17913;30559;30970;
17914;30559;30970;
17915;30559;30970;
17916;30559;30970;
17917;30559;30970;
17918;30559;30970;
17919;30559;30970;
17920;30559;30970;
17921;30560;30970;
17922;30560;30970;
17923;30560;30970;
17924;30560;30971;
17925;30560;30971;
17926;30560;30971;
17927;30561;30971;
17928;30561;30971;
17929;30562;30971;
17930;30562;30971;
17931;30563;30971;
17932;30563;30971;
17933;30563;30971;
17934;30563;30971;
17935;30564;30971;
17936;30564;30971;
17937;30564;30971;
17938;30564;30971;
17939;30564;30971;
17940;30564;30973;
17941;30564;30973;
17942;30564;30973;
17943;30565;30973;
17944;30565;30973;
17945;30565;30973;
17946;30565;30973;
17947;30565;30973;
17948;30565;30973;
17949;30565;30973;
17950;30565;30973;
17951;30565;30973;
17952;30565;30973;
17953;30565;30974;
17954;30567;30974;
17955;30569;30974;
17956;30569;30974;
17957;30569;30974;
17958;30570;30974;
17959;30570;30974;
17960;30570;30974;
17961;30570;30974;
17962;30570;30974;
17963;30570;30974;
17964;30570;30974;
17965;30570;30974;
17966;30570;30974;
17967;30570;30974;
17968;30570;30974;
17969;30570;30974;
17970;30570;30974;
17971;30570;30974;
17972;30570;30974;
17973;30570;30975;
17974;30570;30975;
17975;30570;30975;
17976;30570;30975;
17977;30574;30975;
17978;30574;30975;
17979;30574;30975;
17980;30574;30975;
17981;30574;30975;
17982;30575;30975;
17983;30575;30975;
17984;30575;30976;
17985;30575;30976;
17986;30575;30976;
17987;30575;30976;
17988;30575;30976;
17989;30575;30976;
17990;30575;30976;
17991;30576;30976;
17992;30582;30976;
17993;30582;30976;
17994;30582;30976;
17995;30582;30976;
17996;30582;30976;
17997;30582;30976;
17998;30584;30976;
17999;30584;30976;
18000;30584;30976;
18001;30584;30976;
18002;30584;30976;
18003;30584;30976;
18004;30587;30976;
18005;30587;30976;
18006;30590;30976;
18007;30590;30976;
18008;30590;30976;
18009;30590;30976;
18010;30590;30976;
18011;30590;30977;
18012;30592;30977;
18013;30592;30977;
18014;30592;30977;
18015;30592;30977;
18016;30592;30977;
18017;30592;30977;
18018;30592;30977;
18019;30592;30977;
18020;30592;30977;
18021;30592;30977;
18022;30592;30977;
18023;30592;30977;
18024;30592;30977;
18025;30592;30977;
18026;30592;30977;
18027;30592;30977;
18028;30592;30978;
18029;30592;30978;
18030;30592;30978;
18031;30592;30978;
18032;30592;30978;
18033;30592;30978;
18034;30592;30978;
18035;30592;30978;
18036;30595;30978;
18037;30595;30978;
18038;30595;30978;
18039;30596;30978;
18040;30596;30978;
18041;30596;30978;
18042;30597;30978;
18043;30597;30978;
18044;30597;30978;
18045;30598;30978;
18046;30599;30978;
18047;30599;30978;
18048;30599;30978;
18049;30599;30978;
18050;30599;30979;
18051;30599;30979;
18052;30599;30979;
18053;30599;30979;
18054;30599;30979;
18055;30599;30979;
18056;30599;30979;
18057;30599;30979;
18058;30599;30980;
18059;30599;30980;
18060;30599;30980;
18061;30599;30980;
18062;30599;30980;
18063;30599;30980;
18064;30599;30980;
18065;30599;30980;
18066;30599;30980;
18067;30599;30980;
18068;30599;30980;
18069;30599;30980;
18070;30599;30980;
18071;30599;30980;
18072;30599;30980;
18073;30599;30980;
18074;30599;30980;
18075;30599;30980;
18076;30599;30980;
18077;30599;30980;
18078;30599;30980;
18079;30599;30980;
18080;30599;30980;
18081;30599;30981;
18082;30599;30981;
18083;30599;30981;
18084;30599;30981;
18085;30599;30981;
18086;30599;30981;
18087;30599;30981;
18088;30600;30981;
18089;30600;30981;
18090;30600;30981;
18091;30600;30981;
18092;30600;30981;
18093;30600;30981;
18094;30601;30981;
18095;30601;30981;
18096;30601;30981;
18097;30601;30981;
18098;30601;30981;
18099;30601;30981;
18100;30602;30981;
18101;30602;30981;
18102;30602;30981;
18103;30605;30981;
18104;30605;30981;
18105;30605;30981;
18106;30605;30981;
18107;30605;30981;
18108;30605;30981;
18109;30605;30983;
18110;30605;30983;
18111;30605;30983;
18112;30605;30983;
18113;30605;30983;
18114;30605;30983;
18115;30605;30983;
18116;30605;30984;
18117;30605;30984;
18118;30605;30984;
18119;30605;30984;
18120;30606;30984;
18121;30610;30984;
18122;30610;30985;
18123;30610;30986;
18124;30610;30986;
18125;30610;30986;
18126;30610;30986;
18127;30610;30986;
18128;30610;30986;
18129;30610;30986;
18130;30610;30986;
18131;30610;30986;
18132;30610;30986;
18133;30610;30986;
18134;30610;30986;
18135;30611;30986;
18136;30611;30986;
18137;30611;30986;
18138;30611;30986;
18139;30611;30986;
18140;30611;30986;
18141;30611;30986;
18142;30611;30986;
18143;30611;30986;
18144;30611;30986;
18145;30611;30986;
18146;30611;30986;
18147;30611;30986;
18148;30611;30986;
18149;30611;30986;
18150;30611;30986;
18151;30611;30986;
18152;30611;30986;
18153;30611;30986;
18154;30611;30986;
18155;30611;30986;
18156;30611;30986;
18157;30611;30986;
18158;30611;30986;
18159;30611;30986;
18160;30611;30986;
18161;30611;30986;
18162;30611;30986;
18163;30611;30986;
18164;30611;30986;
18165;30611;30986;
18166;30611;30986;
18167;30611;30987;
18168;30612;30987;
18169;30612;30987;
18170;30612;30987;
18171;30612;30987;
18172;30612;30987;
18173;30612;30987;
18174;30613;30987;
18175;30613;30987;
18176;30615;30987;
18177;30615;30987;
18178;30615;30987;
18179;30615;30987;
18180;30615;30987;
18181;30615;30988;
18182;30615;30988;
18183;30615;30988;
18184;30615;30988;
18185;30615;30988;
18186;30615;30988;
18187;30615;30988;
18188;30616;30989;
18189;30616;30989;
18190;30616;30989;
18191;30616;30989;
18192;30616;30989;
18193;30616;30989;
18194;30616;30989;
18195;30616;30989;
18196;30616;30989;
18197;30616;30989;
18198;30616;30989;
18199;30616;30989;
18200;30616;30989;
18201;30616;30990;
18202;30616;30990;
18203;30616;30990;
18204;30616;30990;
18205;30616;30990;
18206;30616;30990;
18207;30616;30990;
18208;30618;30990;
18209;30619;30990;
18210;30619;30990;
18211;30619;30990;
18212;30619;30990;
18213;30619;30990;
18214;30619;30990;
18215;30619;30991;
18216;30619;30991;
18217;30619;30991;
18218;30619;30991;
18219;30619;30991;
18220;30619;30991;
18221;30619;30991;
18222;30619;30991;
18223;30619;30991;
18224;30619;30991;
18225;30619;30991;
18226;30619;30991;
18227;30619;30991;
18228;30619;30991;
18229;30621;30991;
18230;30621;30991;
18231;30621;30991;
18232;30622;30991;
18233;30622;30991;
18234;30622;30991;
18235;30622;30991;
18236;30622;30991;
18237;30622;30991;
18238;30622;30991;
18239;30622;30991;
18240;30622;30991;
18241;30622;30991;
18242;30622;30991;
18243;30622;30991;
18244;30622;30991;
18245;30622;30991;
18246;30622;30991;
18247;30622;30991;
18248;30622;30991;
18249;30622;30991;
18250;30622;30991;
18251;30622;30991;
18252;30622;30991;
18253;30622;30991;
18254;30622;30991;
18255;30622;30991;
18256;30622;30991;
18257;30622;30991;
18258;30622;30992;
18259;30622;30992;
18260;30622;30992;
18261;30622;30992;
18262;30623;30992;
18263;30623;30992;
18264;30623;30992;
18265;30623;30992;
18266;30623;30992;
18267;30623;30992;
18268;30623;30992;
18269;30623;30992;
18270;30623;30994;
18271;30623;30994;
18272;30623;30994;
18273;30623;30994;
18274;30623;30994;
18275;30624;30994;
18276;30624;30997;
18277;30624;30997;
18278;30624;30997;
18279;30624;30997;
18280;30624;30997;
18281;30624;30997;
18282;30626;30997;
18283;30626;30997;
18284;30626;30999;
18285;30626;30999;
18286;30626;30999;
18287;30626;30999;
18288;30626;31001;
18289;30626;31001;
18290;30626;31002;
18291;30626;31002;
18292;30626;31002;
18293;30627;31002;
18294;30627;31002;
18295;30627;31002;
18296;30627;31002;
18297;30627;31002;
18298;30627;31004;
18299;30628;31004;
18300;30628;31004;
18301;30628;31004;
18302;30628;31004;
18303;30628;31005;
18304;30628;31005;
18305;30628;31005;
18306;30628;31005;
18307;30628;31005;
18308;30629;31005;
18309;30629;31005;
18310;30629;31008;
18311;30629;31009;
18312;30629;31009;
18313;30629;31009;
18314;30631;31009;
18315;30631;31009;
18316;30631;31009;
18317;30631;31009;
18318;30631;31012;
18319;30631;31012;
18320;30631;31012;
18321;30631;31012;
18322;30631;31012;
18323;30631;31012;
18324;30631;31012;
18325;30631;31012;
18326;30631;31012;
18327;30632;31012;
18328;30632;31012;
18329;30632;31012;
18330;30632;31012;
18331;30632;31013;
18332;30632;31013;
18333;30632;31014;
18334;30632;31014;
18335;30632;31014;
18336;30632;31014;
18337;30632;31014;
18338;30632;31014;
18339;30632;31014;
18340;30632;31017;
18341;30632;31017;
18342;30632;31017;
18343;30632;31017;
18344;30632;31017;
18345;30632;31017;
18346;30632;31017;
18347;30632;31017;
18348;30632;31017;
18349;30632;31017;
18350;30632;31017;
18351;30632;31017;
18352;30632;31017;
18353;30633;31017;
18354;30633;31017;
18355;30634;31017;
18356;30634;31017;
18357;30634;31017;
18358;30634;31017;
18359;30634;31017;
18360;30634;31017;
18361;30636;31017;
18362;30636;31017;
18363;30636;31017;
18364;30636;31017;
18365;30636;31017;
18366;30636;31017;
18367;30636;31017;
18368;30636;31017;
18369;30636;31017;
18370;30636;31017;
18371;30636;31018;
18372;30638;31018;
18373;30638;31018;
18374;30638;31018;
18375;30638;31018;
18376;30638;31018;
18377;30638;31018;
18378;30639;31018;
18379;30639;31018;
18380;30639;31018;
18381;30639;31018;
18382;30639;31018;
18383;30639;31018;
18384;30639;31020;
18385;30639;31020;
18386;30639;31020;
18387;30639;31020;
18388;30639;31020;
18389;30639;31020;
18390;30639;31020;
18391;30639;31020;
18392;30639;31021;
18393;30639;31021;
18394;30639;31021;
18395;30639;31021;
18396;30639;31021;
18397;30639;31021;
18398;30639;31021;
18399;30639;31021;
18400;30639;31021;
18401;30639;31021;
18402;30639;31021;
18403;30639;31021;
18404;30639;31021;
18405;30639;31021;
18406;30639;31021;
18407;30639;31021;
18408;30639;31021;
18409;30639;31023;
18410;30639;31024;
18411;30639;31024;
18412;30639;31024;
18413;30639;31024;
18414;30639;31024;
18415;30639;31024;
18416;30639;31024;
18417;30639;31025;
18418;30639;31025;
18419;30639;31025;
18420;30639;31025;
18421;30641;31025;
18422;30641;31025;
18423;30642;31025;
18424;30642;31025;
18425;30642;31025;
18426;30642;31025;
18427;30642;31025;
18428;30642;31025;
18429;30642;31025;
18430;30642;31025;
18431;30642;31025;
18432;30642;31025;
18433;30642;31025;
18434;30642;31025;
18435;30643;31025;
18436;30643;31025;
18437;30643;31025;
18438;30645;31025;
18439;30645;31025;
18440;30645;31025;
18441;30645;31025;
18442;30645;31025;
18443;30645;31025;
18444;30645;31025;
18445;30645;31025;
18446;30645;31025;
18447;30645;31025;
18448;30645;31025;
18449;30645;31025;
18450;30645;31025;
18451;30645;31025;
18452;30645;31025;
18453;30645;31025;
18454;30645;31025;
18455;30645;31025;
18456;30645;31025;
18457;30645;31026;
18458;30645;31026;
18459;30645;31026;
18460;30645;31026;
18461;30645;31026;
18462;30645;31026;
18463;30645;31026;
18464;30645;31026;
18465;30645;31027;
18466;30645;31028;
18467;30645;31028;
18468;30645;31028;
18469;30645;31028;
18470;30645;31028;
18471;30645;31028;
18472;30645;31028;
18473;30645;31028;
18474;30645;31028;
18475;30646;31028;
18476;30646;31028;
18477;30646;31028;
18478;30646;31028;
18479;30646;31028;
18480;30647;31029;
18481;30647;31029;
18482;30647;31030;
18483;30647;31030;
18484;30647;31030;
18485;30648;31030;
18486;30648;31030;
18487;30648;31030;
18488;30648;31030;
18489;30648;31030;
18490;30649;31030;
18491;30649;31030;
18492;30651;31030;
18493;30651;31031;
18494;30651;31031;
18495;30651;31031;
18496;30651;31035;
18497;30651;31035;
18498;30654;31037;
18499;30654;31037;
18500;30654;31037;
18501;30654;31037;
18502;30654;31037;
18503;30654;31037;
18504;30655;31037;
18505;30655;31037;
18506;30655;31037;
18507;30655;31037;
18508;30655;31037;
18509;30655;31037;
18510;30655;31037;
18511;30655;31039;
18512;30655;31039;
18513;30655;31039;
18514;30655;31039;
18515;30655;31039;
18516;30655;31039;
18517;30655;31039;
18518;30655;31039;
18519;30661;31039;
18520;30661;31039;
18521;30661;31039;
18522;30661;31039;
18523;30661;31039;
18524;30661;31039;
18525;30661;31039;
18526;30661;31039;
18527;30661;31041;
18528;30661;31041;
18529;30661;31041;
18530;30661;31041;
18531;30661;31041;
18532;30661;31042;
18533;30661;31042;
18534;30661;31042;
18535;30661;31042;
18536;30661;31042;
18537;30661;31042;
18538;30661;31042;
18539;30661;31042;
18540;30661;31042;
18541;30661;31042;
18542;30661;31042;
18543;30661;31042;
18544;30661;31042;
18545;30661;31042;
18546;30661;31042;
18547;30661;31042;
18548;30661;31042;
18549;30661;31042;
18550;30661;31042;
18551;30661;31042;
18552;30661;31042;
18553;30662;31042;
18554;30663;31044;
18555;30663;31044;
18556;30663;31044;
18557;30663;31045;
18558;30663;31045;
18559;30663;31045;
18560;30663;31046;
18561;30663;31047;
18562;30665;31047;
18563;30665;31047;
18564;30665;31047;
18565;30665;31047;
18566;30665;31047;
18567;30665;31047;
18568;30665;31047;
18569;30665;31047;
18570;30665;31047;
18571;30665;31047;
18572;30665;31047;
18573;30665;31047;
18574;30665;31047;
18575;30665;31047;
18576;30665;31047;
18577;30665;31047;
18578;30665;31047;
18579;30665;31047;
18580;30666;31047;
18581;30666;31052;
18582;30666;31052;
18583;30666;31052;
18584;30667;31052;
18585;30667;31052;
18586;30667;31052;
18587;30667;31052;
18588;30667;31052;
18589;30667;31052;
18590;30667;31052;
18591;30667;31053;
18592;30667;31053;
18593;30667;31053;
18594;30668;31053;
18595;30668;31054;
18596;30668;31054;
18597;30668;31054;
18598;30668;31054;
18599;30668;31054;
18600;30668;31054;
18601;30668;31054;
18602;30668;31054;
18603;30668;31054;
18604;30668;31054;
18605;30668;31054;
18606;30668;31055;
18607;30668;31056;
18608;30668;31057;
18609;30668;31057;
18610;30668;31057;
18611;30668;31057;
18612;30668;31057;
18613;30668;31057;
18614;30668;31057;
18615;30668;31057;
18616;30668;31057;
18617;30668;31057;
18618;30668;31057;
18619;30668;31057;
18620;30668;31057;
18621;30668;31057;
18622;30668;31057;
18623;30668;31057;
18624;30668;31057;
18625;30668;31057;
18626;30668;31057;
18627;30669;31057;
18628;30669;31057;
18629;30669;31059;
18630;30669;31061;
18631;30669;31061;
18632;30669;31061;
18633;30669;31061;
18634;30669;31061;
18635;30671;31061;
18636;30671;31061;
18637;30671;31061;
18638;30671;31061;
18639;30671;31065;
18640;30671;31065;
18641;30672;31065;
18642;30672;31065;
18643;30672;31065;
18644;30672;31065;
18645;30672;31065;
18646;30672;31067;
18647;30672;31067;
18648;30672;31067;
18649;30673;31067;
18650;30673;31067;
18651;30674;31067;
18652;30674;31068;
18653;30675;31068;
18654;30675;31068;
18655;30675;31068;
18656;30675;31068;
18657;30675;31068;
18658;30676;31068;
18659;30676;31069;
18660;30676;31069;
18661;30676;31069;
18662;30676;31069;
18663;30676;31069;
18664;30676;31069;
18665;30676;31069;
18666;30676;31069;
18667;30676;31069;
18668;30676;31069;
18669;30678;31069;
18670;30678;31069;
18671;30678;31069;
18672;30678;31069;
18673;30678;31069;
18674;30678;31069;
18675;30678;31070;
18676;30678;31070;
18677;30678;31070;
18678;30678;31071;
18679;30678;31071;
18680;30678;31071;
18681;30678;31074;
18682;30678;31074;
18683;30678;31074;
18684;30678;31074;
18685;30678;31074;
18686;30678;31074;
18687;30678;31074;
18688;30678;31074;
18689;30678;31074;
18690;30678;31074;
18691;30678;31074;
18692;30678;31074;
18693;30678;31074;
18694;30681;31075;
18695;30681;31075;
18696;30681;31075;
18697;30681;31075;
18698;30681;31075;
18699;30681;31075;
18700;30681;31075;
18701;30682;31075;
18702;30682;31075;
18703;30682;31075;
18704;30682;31075;
18705;30682;31075;
18706;30682;31075;
18707;30682;31075;
18708;30682;31075;
18709;30683;31075;
18710;30683;31075;
18711;30683;31075;
18712;30683;31075;
18713;30683;31075;
18714;30683;31075;
18715;30683;31075;
18716;30684;31075;
18717;30684;31075;
18718;30684;31075;
18719;30684;31075;
18720;30685;31075;
18721;30685;31075;
18722;30685;31075;
18723;30685;31075;
18724;30685;31075;
18725;30685;31075;
18726;30685;31075;
18727;30685;31076;
18728;30685;31076;
18729;30685;31076;
18730;30687;31076;
18731;30687;31076;
18732;30687;31076;
18733;30689;31076;
18734;30689;31076;
18735;30689;31078;
18736;30690;31078;
18737;30690;31078;
18738;30690;31080;
18739;30690;31080;
18740;30690;31080;
18741;30690;31080;
18742;30691;31080;
18743;30691;31080;
18744;30693;31080;
18745;30693;31080;
18746;30693;31080;
18747;30694;31080;
18748;30694;31080;
18749;30694;31080;
18750;30694;31080;
18751;30695;31080;
18752;30695;31080;
18753;30695;31080;
18754;30695;31080;
18755;30695;31080;
18756;30696;31080;
18757;30696;31080;
18758;30696;31080;
18759;30696;31080;
18760;30696;31080;
18761;30696;31080;
18762;30697;31080;
18763;30697;31080;
18764;30697;31080;
18765;30697;31080;
18766;30697;31080;
18767;30697;31080;
18768;30697;31080;
18769;30697;31080;
18770;30697;31080;
18771;30699;31080;
18772;30699;31080;
18773;30699;31080;
18774;30700;31080;
18775;30700;31080;
18776;30700;31080;
18777;30700;31080;
18778;30700;31080;
18779;30700;31080;
18780;30700;31082;
18781;30700;31084;
18782;30700;31084;
18783;30700;31084;
18784;30700;31084;
18785;30701;31084;
18786;30701;31084;
18787;30701;31084;
18788;30701;31084;
18789;30702;31084;
18790;30702;31084;
18791;30702;31084;
18792;30702;31084;
18793;30702;31084;
18794;30702;31084;
18795;30702;31084;
18796;30702;31084;
18797;30702;31084;
18798;30702;31084;
18799;30702;31084;
18800;30702;31084;
18801;30702;31085;
18802;30702;31085;
18803;30702;31085;
18804;30702;31085;
18805;30702;31085;
18806;30702;31085;
18807;30702;31085;
18808;30702;31085;
18809;30702;31085;
18810;30702;31085;
18811;30702;31085;
18812;30702;31085;
18813;30702;31085;
18814;30702;31086;
18815;30702;31086;
18816;30702;31086;
18817;30702;31086;
18818;30702;31087;
18819;30702;31087;
18820;30702;31087;
18821;30702;31087;
18822;30702;31087;
18823;30702;31087;
18824;30702;31087;
18825;30702;31087;
18826;30702;31087;
18827;30702;31087;
18828;30702;31087;
18829;30702;31087;
18830;30702;31087;
18831;30702;31087;
18832;30702;31087;
18833;30702;31087;
18834;30702;31087;
18835;30702;31087;
18836;30703;31087;
18837;30703;31087;
18838;30703;31088;
18839;30703;31088;
18840;30703;31088;
18841;30703;31088;
18842;30704;31088;
18843;30704;31088;
18844;30704;31088;
18845;30704;31088;
18846;30704;31088;
18847;30704;31088;
18848;30704;31088;
18849;30704;31088;
18850;30704;31088;
18851;30704;31089;
18852;30705;31089;
18853;30705;31090;
18854;30705;31093;
18855;30706;31093;
18856;30707;31093;
18857;30707;31093;
18858;30707;31093;
18859;30707;31093;
18860;30707;31093;
18861;30707;31093;
18862;30707;31094;
18863;30707;31100;
18864;30707;31100;
18865;30707;31100;
18866;30707;31100;
18867;30708;31100;
18868;30709;31100;
18869;30709;31100;
18870;30709;31100;
18871;30709;31100;
18872;30709;31100;
18873;30709;31100;
18874;30709;31100;
18875;30710;31100;
18876;30710;31100;
18877;30710;31101;
18878;30710;31101;
18879;30710;31101;
18880;30710;31101;
18881;30710;31101;
18882;30710;31101;
18883;30711;31101;
18884;30711;31101;
18885;30712;31101;
18886;30712;31101;
18887;30713;31102;
18888;30713;31102;
18889;30713;31102;
18890;30713;31102;
18891;30713;31102;
18892;30713;31102;
18893;30713;31102;
18894;30713;31102;
18895;30714;31102;
18896;30716;31102;
18897;30717;31102;
18898;30717;31102;
18899;30717;31102;
18900;30717;31102;
18901;30717;31102;
18902;30717;31102;
18903;30717;31102;
18904;30717;31102;
18905;30717;31102;
18906;30717;31102;
18907;30718;31102;
18908;30718;31102;
18909;30718;31107;
18910;30718;31107;
18911;30718;31107;
18912;30718;31107;
18913;30721;31107;
18914;30721;31108;
18915;30721;31108;
18916;30721;31108;
18917;30721;31108;
18918;30721;31108;
18919;30721;31110;
18920;30721;31110;
18921;30725;31110;
18922;30725;31110;
18923;30725;31111;
18924;30725;31111;
18925;30725;31111;
18926;30725;31111;
18927;30725;31111;
18928;30725;31112;
18929;30725;31112;
18930;30725;31112;
18931;30725;31112;
18932;30725;31112;
18933;30725;31112;
18934;30725;31112;
18935;30725;31112;
18936;30725;31112;
18937;30725;31112;
18938;30725;31112;
18939;30725;31114;
18940;30725;31114;
18941;30725;31114;
18942;30725;31114;
18943;30725;31114;
18944;30725;31115;
18945;30725;31115;
18946;30725;31115;
18947;30725;31115;
18948;30725;31116;
18949;30725;31116;
18950;30725;31116;
18951;30725;31116;
18952;30725;31116;
18953;30725;31118;
18954;30725;31118;
18955;30725;31119;
18956;30726;31119;
18957;30726;31119;
18958;30726;31119;
18959;30726;31119;
18960;30726;31119;
18961;30726;31119;
18962;30726;31119;
18963;30727;31119;
18964;30727;31119;
18965;30727;31119;
18966;30727;31119;
18967;30727;31119;
18968;30727;31119;
18969;30727;31119;
18970;30727;31119;
18971;30727;31120;
18972;30727;31121;
18973;30727;31121;
18974;30727;31121;
18975;30727;31121;
18976;30728;31121;
18977;30728;31121;
18978;30730;31121;
18979;30730;31121;
18980;30730;31121;
18981;30730;31121;
18982;30730;31121;
18983;30730;31121;
18984;30731;31121;
18985;30731;31121;
18986;30731;31121;
18987;30731;31121;
18988;30731;31121;
18989;30731;31121;
18990;30731;31121;
18991;30731;31121;
18992;30731;31121;
18993;30732;31121;
18994;30732;31121;
18995;30732;31121;
18996;30732;31121;
18997;30732;31124;
18998;30732;31124;
18999;30732;31124;
19000;30732;31124;
19001;30732;31125;
19002;30732;31125;
19003;30732;31125;
19004;30733;31125;
19005;30733;31125;
19006;30733;31125;
19007;30735;31125;
19008;30735;31125;
19009;30735;31125;
19010;30735;31125;
19011;30735;31126;
19012;30735;31126;
19013;30735;31126;
19014;30735;31126;
19015;30735;31126;
19016;30735;31126;
19017;30735;31126;
19018;30735;31126;
19019;30735;31126;
19020;30735;31126;
19021;30735;31126;
19022;30735;31126;
19023;30735;31126;
19024;30735;31126;
19025;30735;31126;
19026;30735;31126;
19027;30735;31127;
19028;30735;31129;
19029;30735;31131;
19030;30735;31132;
19031;30735;31132;
19032;30736;31132;
19033;30736;31132;
19034;30736;31132;
19035;30736;31132;
19036;30736;31132;
19037;30736;31132;
